Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Fri Jun 01 13:38:18 UTC 2012,Friday,13:38:18,"Today is the last day to share this image! For every share, the Call Of Duty Endowment will donate $1 to Hire Heroes USA!",11,0,10,PHOTO
Thu May 31 14:13:27 UTC 2012,Thursday,14:13:27,"This year marks the 3rd anniversary of the Call Of Duty Endowment partnership with Hire Heroes USA, raising $36,000 just last year to help veterans and their spouses with transition assistance, job search assistance, and job placement services.",8,0,1,LINK
Wed May 30 20:54:31 UTC 2012,Wednesday,20:54:31,What do you think about using virtual reality to help treat PTSD?,12,5,3,LINK
Wed May 30 15:01:49 UTC 2012,Wednesday,15:01:49,"Wisdom Wednesday:



""The test of success is not what you do when you’re on top. Success is how high you bounce when you hit bottom."" 



- General George S. Patton, Jr.",20,1,5,STATUS
Wed May 30 00:00:24 UTC 2012,Wednesday,0:00:24,The campaign is extended until June 1st! For every share of this image the Call Of Duty Endowment will donate $1 to Hire Heroes USA!,12,1,13,PHOTO
Tue May 29 20:27:13 UTC 2012,Tuesday,20:27:13,"Kortney Clemons, who used the services of Hire Heroes USA in 2009 to attain a new job, was featured on the front page of Yahoo! Check out the video and article to read more about his inspiring journey to the 2012 Paralympics!",2,0,0,LINK
Tue May 29 18:43:04 UTC 2012,Tuesday,18:43:04,A note from Executive Director Nathan Smith,10,0,0,STATUS
Tue May 29 15:38:20 UTC 2012,Tuesday,15:38:20,Looking to relocate? Here are some great tips to help you land a job in a new city.,3,0,0,LINK
Mon May 28 22:11:44 UTC 2012,Monday,22:11:44,"Today is the last day to share this image! For every share, the Call Of Duty Endowment will donate $1 to Hire Heroes USA!",18,3,28,PHOTO
Mon May 28 15:47:43 UTC 2012,Monday,15:47:43,Today we thank and honor all those who gave up their lives to proudly protect our nation. We hope you all have a great Memorial Day and remember what this day is for.,91,0,8,PHOTO
Sun May 27 03:03:48 UTC 2012,Sunday,3:03:48,"We've reached 5,000 followers! Thank you to all those who support Hire Heroes USA and our mission - to reduce veteran unemployment. Your continued support allows to offer all of our programs and services to veterans and their spouses free of charge!",12,1,5,STATUS
Sat May 26 20:22:22 UTC 2012,Saturday,20:22:22,"Have you shared this photo yet? For every share, the Call Of Duty Endowment will donate $1 to Hire Heroes USA! Thank you for all of your support!",23,0,58,PHOTO
Sat May 26 01:51:23 UTC 2012,Saturday,1:51:23,For every share of this image the Call Of Duty Endowment will donate $1 to Hire Heroes USA! Please share and support our cause!,44,0,84,PHOTO
Fri May 25 23:02:25 UTC 2012,Friday,23:02:25,Have a safe and fun Memorial Day Weekend with your friends and family. Please remember all those who gave up everything for this great nation so that we can live freely.,12,0,0,STATUS
Fri May 25 16:56:01 UTC 2012,Friday,16:56:01,Photo Friday!,84,6,30,PHOTO
Fri May 25 14:11:43 UTC 2012,Friday,14:11:43,Activision's Call of Duty Endowment and Hire Heroes USA Launch  Memorial Day Campaign to Support Jobs for Veterans,5,0,6,STATUS
Fri May 25 02:56:16 UTC 2012,Friday,2:56:16,For every share of this photo the Call Of Duty Endowment will donate $1 to Hire Heroes USA! Please share and support our veterans!,34,0,71,PHOTO
Thu May 24 20:58:58 UTC 2012,Thursday,20:58:58,For every share of this photo the Call Of Duty Endowment will donate $1 to Hire Heroes USA! Please share and support our veterans!,35,0,384,PHOTO
Thu May 24 19:05:57 UTC 2012,Thursday,19:05:57,Companies like Pictometry International Corp. are doing their part to end veteran unemployment. Thanks for renewing your corporate partnership with Hire Heroes USA!,5,0,2,STATUS
Thu May 24 17:04:45 UTC 2012,Thursday,17:04:45,"Thank you to everyone who has shared the Call Of Duty Endowment's photo so far today! Check out our President ""All American"" Brian Stann speaking about this campaign.",2,0,7,VIDEO
Thu May 24 15:47:24 UTC 2012,Thursday,15:47:24,Call Of Duty Endowment is donating $1 for every share of this image to Hire Heroes USA. Please share and spread the word!!,34,1,58,PHOTO
Wed May 23 19:04:01 UTC 2012,Wednesday,19:04:01,Thank you to Florida Peninsula Insurance Company for becoming the newest Corporate Partner of Hire Heroes USA!,3,0,0,LINK
Wed May 23 16:05:34 UTC 2012,Wednesday,16:05:34,"Wisdom Wednesday:



""Accept the challenges so that you can feel the exhilaration of victory."" - General George Patton Jr.",7,0,1,STATUS
Wed May 23 14:04:06 UTC 2012,Wednesday,14:04:06,"Thank you to the team at FirmDesign for creating our new website! We love it! What do you think?



http://www.hireheroesusa.org/",2,0,0,LINK
Wed May 23 02:35:54 UTC 2012,Wednesday,2:35:54,"Check out the new Hire Heroes USA website!



http://www.hireheroesusa.org/",6,1,3,LINK
Tue May 22 22:01:33 UTC 2012,Tuesday,22:01:33,The new Hire Heroes USA website just launched! Take a look and let us know what you think!,13,0,5,LINK
Tue May 22 17:55:06 UTC 2012,Tuesday,17:55:06,Today's Tuesday Tips! Do you have any interviewing tips?,3,0,0,LINK
Tue May 22 15:06:28 UTC 2012,Tuesday,15:06:28,The Hire Heroes USA Director of Veterans Program teaching a Strategic Planning class at Ft. Belvoir today.,7,0,0,PHOTO
Tue May 22 13:36:13 UTC 2012,Tuesday,13:36:13,,19,1,17,PHOTO
Mon May 21 17:55:32 UTC 2012,Monday,17:55:32,Philips Becomes Corporate Partner of Hire Heroes USA Leveraging Military Veteran Recruitment Platform,2,0,0,STATUS
Fri May 18 17:09:25 UTC 2012,Friday,17:09:25,Dogs are man's best friend...even on the battlefield!,86,3,29,PHOTO
Fri May 18 14:26:06 UTC 2012,Friday,14:26:06,"Hire Heroes USA President ""All American"" Brian Stann!",14,0,1,PHOTO
Thu May 17 19:32:01 UTC 2012,Thursday,19:32:01,"Companies like Clear Channel Communications, Inc. and MetLife are hiring not only veterans but veterans' spouses as well!",10,2,3,LINK
Thu May 17 15:39:59 UTC 2012,Thursday,15:39:59,Thank you Tacony Corporation for becoming Hire Heroes USA 's newest Corporate Partner!,7,1,0,LINK
Mon May 14 19:53:12 UTC 2012,Monday,19:53:12,The Hire Heroes USA Corporate Relations & Development team is heading out to St. Louis today to gear up for the 2013 St. Louis Cardinals Legends Camp. For more information on this awesome event that benefits Hire Heroes check out the link below!,1,0,0,LINK
Mon May 14 14:54:44 UTC 2012,Monday,14:54:44,Hire Heroes USA is excited to be one of the charities for this year's Rockstar Energy Drink Mayhem Festival! We will be at a select number of the concerts this summer. Stay tuned for more info!,12,0,0,LINK
Sun May 13 15:42:56 UTC 2012,Sunday,15:42:56,Happy Mother's Day to all the military moms out there!,13,1,1,PHOTO
Fri May 11 20:22:57 UTC 2012,Friday,20:22:57,"Start your weekend off with some inspiration from six year old Michael. Despite having cerebral palsy he surprised his Marine dad, who was returning from Afghanistan, by walking for the first time!",25,0,1,LINK
Fri May 11 17:22:37 UTC 2012,Friday,17:22:37,Thank you to all the military spouses out there who support our troops!,42,1,5,PHOTO
Fri May 11 14:42:36 UTC 2012,Friday,14:42:36,Today is Military Spouse Appreciation Day. With the enduring support of military spouses our nation's bravest are able to keep our nation free. Let us know how you show your appreciation for your military spouse!,20,0,6,PHOTO
Thu May 10 17:55:33 UTC 2012,Thursday,17:55:33,Ever asked yourself: “How am I supposed to gain experience if I’m constantly turned down for not having any?” Check out this great Forbes article:,7,0,1,LINK
Thu May 10 13:10:23 UTC 2012,Thursday,13:10:23,"Strategic Solutions Unlimited, Inc. has become Hire Heroes USA's newest Corporate Partner! They are a Service Disabled Veteran Owned Small Business specializing in support to the Special Operations community. Check them out:",6,0,1,LINK
Wed May 09 19:08:56 UTC 2012,Wednesday,19:08:56,"Happy Wisdom Wednesday! ""Whatever you are, be a good one."" -Abraham Lincoln",8,0,1,STATUS
Wed May 09 18:18:57 UTC 2012,Wednesday,18:18:57,"Citi launched their ""Citi Salutes"" initiative today to enhance their longtime service to Veterans and Military Personnel!",2,0,0,LINK
Wed May 09 13:43:13 UTC 2012,Wednesday,13:43:13,Would PTSD Name Change Mean Less Stigma For Vets? What do you think?,1,5,3,LINK
Tue May 08 19:15:51 UTC 2012,Tuesday,19:15:51,Have you ever wanted to work for Microsoft? They hire almost 100 veterans every year!,7,0,6,LINK
Tue May 08 16:06:10 UTC 2012,Tuesday,16:06:10,Struggling to figure out what kind of career you want post-military? These ten questions will help you figure it out!,3,1,2,LINK
Tue May 08 00:36:06 UTC 2012,Tuesday,0:36:06,The first jail for only veterans opened in Georgia today. What do you think about this?,9,6,5,LINK
Mon May 07 19:18:25 UTC 2012,Monday,19:18:25,Waste Management Partners with Hire Heroes USA to Help End Veteran Unemployment,1,0,0,STATUS
Mon May 07 15:29:09 UTC 2012,Monday,15:29:09,Volunteers are needed for a Department of Defense (DoD)-funded research study to support returning combat soldiers. Visit the site below if you are interested in participating.,1,0,0,LINK
Fri May 04 19:04:22 UTC 2012,Friday,19:04:22,"Hire Heroes USA is hiring an Associate of Veteran Programs in Alpharetta, GA! Interested?! Apply on LinkedIn!",5,0,2,LINK
Fri May 04 17:59:39 UTC 2012,Friday,17:59:39,"Photo Friday: ""Bravery doesn't mean you aren't scared. It means you go anyway."" - Unknown",65,4,44,PHOTO
Thu May 03 17:21:00 UTC 2012,Thursday,17:21:00,Amazing heroes and their 4 legged warriors!,9,0,1,PHOTO
Thu May 03 17:19:14 UTC 2012,Thursday,17:19:14,,4,0,0,PHOTO
Thu May 03 17:06:22 UTC 2012,Thursday,17:06:22,Hire Heroes USA 's Director of Veteran Programs representing us at the Heroes First Foundation's 3rd Annual Wounded Warrior Golf Tournament. We are honored to support such a great cause!,6,0,1,PHOTO
Thu May 03 16:22:40 UTC 2012,Thursday,16:22:40,,9,0,0,PHOTO
Thu May 03 10:59:22 UTC 2012,Thursday,10:59:22,"Hire Heroes USA teams up with the Heroes First Foundation at Stone Mountain Golf club today for the 3rd annual wounded warrior golf tournament. Local warriors will enjoy a day of golf and networking opportunities with over 50 local business owners. All proceeds raised will be donated to the Paws4Vets Foundation, a veterans service organization dedicated to providing service dogs for wounded warriors who suffer from PTSD. Awesome day for warriors and local business owners.",6,0,1,STATUS
Wed May 02 23:57:11 UTC 2012,Wednesday,23:57:11,Great to see that this guy has been caught. All veterans need to be weary of scams.,17,0,5,LINK
Wed May 02 20:46:53 UTC 2012,Wednesday,20:46:53,Get your children involved early in supporting our nation's troops!,6,2,0,LINK
Wed May 02 14:28:35 UTC 2012,Wednesday,14:28:35,The incredible Carl Meyer will be golfing 100 holes on July 4th to raise money for Hire Heroes USA! Sign up to be a virtual hole sponsor or donate!,2,0,0,LINK
Tue May 01 19:40:59 UTC 2012,Tuesday,19:40:59,May is Military Appreciation Month. How are you going to show your appreciation for our nation's bravest?,12,11,6,STATUS
Tue May 01 15:26:01 UTC 2012,Tuesday,15:26:01,Hire Heroes USA offers our deepest condolences to the Manion family as they mourn the passing of Janet Manion and the 5 year anniversary of 1st Lt. Travis L. Manion's passing. We are honored to work with such a great family and organization as the Travis Manion Foundation.,5,0,0,LINK
Tue May 01 14:00:02 UTC 2012,Tuesday,14:00:02,"The Society for Human Resource Management (SHRM) issued its  ""Military-Veteran Hiring Toolkit for Employers"" yesterday. It provides a lot of great information for employers who are looking to hire veterans!",3,0,2,LINK
Mon Apr 30 16:02:27 UTC 2012,Monday,16:02:27,Congrats to the United States Air Force 67th Fighter Squadron for winning the 2012 Raytheon Award!,5,0,1,LINK
Fri Apr 27 18:01:30 UTC 2012,Friday,18:01:30,Would you take a job that required you to live and work with your coworkers in a mansion?,2,2,0,LINK
Fri Apr 27 15:02:14 UTC 2012,Friday,15:02:14,Happy Photo Friday everyone!,142,23,59,PHOTO
Thu Apr 26 19:41:31 UTC 2012,Thursday,19:41:31,How have you found the service to be at VA medical centers?,5,5,3,LINK
Thu Apr 26 17:52:02 UTC 2012,Thursday,17:52:02,Thank you to Ruchman and Associates for becoming a Corporate Partner of Hire Heroes USA!,2,0,0,LINK
Thu Apr 26 14:16:07 UTC 2012,Thursday,14:16:07,Ancient Technique Helps Veterans with PTSD. Have you or anyone you know tried this?,6,3,3,VIDEO
Wed Apr 25 18:32:51 UTC 2012,Wednesday,18:32:51,"We reached our 4,500th Facebook fan today! Thank you to all those who have supported Hire Heroes USA and our mission to reduce veteran unemployment. We are currently averaging one veteran hired per business day. This would not be possible without your continued support!",7,0,0,STATUS
Wed Apr 25 14:27:39 UTC 2012,Wednesday,14:27:39,"Hire Heroes USA 's Director of Veteran Programs is teaching Strategic Planning to our service members out at Fort Bragg, N.C. today!",7,0,0,PHOTO
Wed Apr 25 13:38:19 UTC 2012,Wednesday,13:38:19,"Fans of the U.S. Navy on Facebook will be able to follow the activities of Sailors, Marines and Coastguardsmen participating in the U.S Navy's largest community outreach effort in south Florida through an innovative live broadcast beginning April 25. Tune in to get a glimpse of Navy life!",2,0,1,LINK
Wed Apr 25 01:00:40 UTC 2012,Wednesday,1:00:40,Our nation's athletes are getting prepared for the Olympics by training with the Navy SEALs!,26,0,6,LINK
Tue Apr 24 21:07:31 UTC 2012,Tuesday,21:07:31,"The Marine Corps Marathon - Official Page is full, but you can still sign up to run with the Hire Heroes USA team!",8,0,1,LINK
Tue Apr 24 14:45:48 UTC 2012,Tuesday,14:45:48,Booz Allen Hamilton tops the list of Top Employers for Veterans according to Payscale.com. Are there any employers you think that should be included on this list?,4,0,3,LINK
Mon Apr 23 19:45:15 UTC 2012,Monday,19:45:15,"LinkedIn found these to be the most common interview mistakes. Do you have any tips for anyone out there heading into an interview?



http://tiny.cc/a4g8cw",5,6,1,PHOTO
Mon Apr 23 18:16:10 UTC 2012,Monday,18:16:10,"Thank you to JC III & Associates, Inc. for becoming a Corporate Partner of Hire Heroes USA! Check out the Hire Heroes USA job board for positions they're looking to fill with veterans!",3,0,1,LINK
Mon Apr 23 15:40:35 UTC 2012,Monday,15:40:35,18 Marines and veterans ran 600 miles last week from New Jersey to North Carolina as part of the Liberty Run Marine Group to raise money for wounded warriors. Hire Heroes USA thanks all those who supported this cause!,5,6,8,PHOTO
Mon Apr 23 14:35:10 UTC 2012,Monday,14:35:10,Happy 104th birthday to the U.S. Army Reserve!,6,0,0,LINK
Fri Apr 20 20:38:56 UTC 2012,Friday,20:38:56,What do you think about the Marine Corps allowing women to attend its school for infantry officers?,6,7,1,LINK
Fri Apr 20 16:06:29 UTC 2012,Friday,16:06:29,Happy Friday!,81,4,23,PHOTO
Thu Apr 19 21:07:37 UTC 2012,Thursday,21:07:37,,5,0,6,PHOTO
Thu Apr 19 20:27:28 UTC 2012,Thursday,20:27:28,Still looking for a new job? Social media can help!,1,3,0,LINK
Thu Apr 19 18:31:28 UTC 2012,Thursday,18:31:28,EagleBank is dedicated to hiring veterans! They have become the latest Corporate Partner of Hire Heroes USA!,4,0,0,LINK
Thu Apr 19 14:14:19 UTC 2012,Thursday,14:14:19,"Servicemembers and Veterans,



Please be aware of scams that target military personnel. Share this with your networks so scam artists cannot taken advantage of our nation's bravest!",1,0,5,LINK
Wed Apr 18 21:09:11 UTC 2012,Wednesday,21:09:11,What ways have you found effective in getting your foot in the door?,3,0,2,LINK
Wed Apr 18 20:26:30 UTC 2012,Wednesday,20:26:30,"UPMC is helping to ""create the opportunity by becoming the newest Corporate Partner of Hire Heroes USA! Thank you for your support, UPMC!",3,0,0,STATUS
Wed Apr 18 15:44:30 UTC 2012,Wednesday,15:44:30,"Congratulations to Master-at-Arms Master Chief Petty Officer Rebecca Owens for winning the Call Of Duty Endowment's Outstanding Female Veteran Award! She has chosen to award Hire Heroes USA with a $1,000 donation. Thank your service and support!",4,0,1,LINK
Wed Apr 18 13:43:44 UTC 2012,Wednesday,13:43:44,Nabors Industries LTD. is doing their part to end veteran unemployment by posting jobs on the Hire Heroes USA board! Thank you for your support!,17,0,2,PHOTO
Tue Apr 17 17:29:22 UTC 2012,Tuesday,17:29:22,Hire Heroes USA is mentioned in The Nonprofit Times! Check it out:,2,0,0,LINK
Tue Apr 17 17:18:27 UTC 2012,Tuesday,17:18:27,"U.S. Chamber of Commerce , USO , & Hire Heroes USA  are conducting a Career Opportunity Day in DC for service members, spouses and caregivers today!",17,0,0,PHOTO
